B010-P005-V5 | bottom | pantalone in gabardina cotone e lino tinto capo | fine knit | solid | 2 | 2 | flat packshot | yes | aspesi.com | ASPESI | PANTALONE IN GABARDINA COTONE E LINO TINTO CAPO | NAVY | NONE | €325,00 | split out of B010-P005-V4 by the name on its page; slot guessed from the page's name "PANTALONE IN GABARDINA COTONE E LINO TINTO CAPO"
B023-P013-V2 | layer | houndstooth wool-blend shirt jacket | brushed wool houndstooth | check | 3 | 2 | on model | no | closed.com | CLOSED | Wool-Blend Shirt Jacket | NONE | NONE | NONE | split out of B023-P013 by the name on its page; slot guessed from the page's name "Wool-Blend Shirt Jacket"
B028-P012-V2 | top | chunky roll-neck sweater | ribbed knit | marl | 4 | 2 | detail | no | lemaire.fr | LEMAIRE | NONE | Tobacco / ecorce / black | NONE | NONE | split out of B028-P012 by the name on its page; slot and garment type are the parent's and may describe the parent's garment — worth a look
B035-P004-V2 | layer | double-breasted wool peacoat | felted wool melton | solid | 4 | 3 | flat packshot | no | a.p.c. | A.P.C. | CABAN EN LAINE RECYCLÉE. | NONE | NONE | NONE | split out of B035-P004 by the name on its page; slot guessed from the page's name "CABAN EN LAINE RECYCLÉE."
B038-P001-V2 | layer | oversized collarless double-faced wool coat | brushed wool | solid | 4 | 3 | on model | yes | ch.soeur.fr | SOEUR | OVERSIZED COLLARLESS COAT IN DOUBLE-FACED WOOL | NONE | NONE | NONE | split out of B038-P001 by the name on its page; slot guessed from the page's name "OVERSIZED COLLARLESS COAT IN DOUBLE-FACED WOOL"
B043-P004-V4 | layer | double-breasted shawl-collar ribbed cardigan | ribbed knit | solid | 3 | 3 | flat packshot | yes | toteme.com | toteme | NONE | NONE | NONE | NONE | split out of B043-P004 by the name on its page; slot and garment type are the parent's and may describe the parent's garment — worth a look
B049-P001-V2 | bottom | high-rise straight-leg jeans | denim | solid | 2 | 1 | flat packshot | yes | khaite.com | KHAITE | NONE | NONE | NONE | NONE | split out of B049-P001 by the name on its page; slot and garment type are the parent's and may describe the parent's garment — worth a look
B055-P003-V4 | top | chemise erine 9 | fine twill | print | 1 | 2 | on model | yes | sezane.com | SÉZANE | CHEMISE ERINE 9 | NONE | NONE | 105 CHF | split out of B055-P003 by the name on its page; slot guessed from the page's name "CHEMISE ERINE 9"
B055-P003-V5 | top | chemise tomboy y | fine twill | print | 1 | 2 | on model | yes | sezane.com | SÉZANE | CHEMISE TOMBOY Y | NONE | NONE | 100 CHF | split out of B055-P003 by the name on its page; slot guessed from the page's name "CHEMISE TOMBOY Y"
B057-P005-V2 | top | fine-knit crew-neck jumper | fine knit | marl | 2 | 2 | on model | yes | cos.com | COS | NONE | Burgundy | NONE | NONE | split out of B057-P005 by the name on its page; slot and garment type are the parent's and may describe the parent's garment — worth a look
B062-P008-V2 | top | fine-knit turtleneck long sleeve top | fine knit jersey | solid | 2 | 2 | detail | no | uniqlo.com | UNIQLO | HEATTECH Extra Warm Cashmere Blend Turtleneck T-Shirt (Long Sleeve) | 09 BLACK | NONE | NONE | split out of B062-P008 by the name on its page; slot guessed from the page's name "HEATTECH Extra Warm Cashmere Blend Turtleneck T-Shirt (Long Sleeve)"
B062-P012-V3 | top | short-sleeve crew neck t-shirt | fine jersey | solid | 1 | 1 | flat packshot | no | uniqlo.com | UNIQLO | Crew Neck T-Shirt | 03 GREY | NONE | 34,90 € | split out of B062-P012 by the name on its page; slot guessed from the page's name "Crew Neck T-Shirt"
B062-P014-V2 | layer | full-zip stand collar active jacket | smooth technical jersey | solid | 2 | 1 | on model | yes | uniqlo.com | UNIQLO | Ultra Stretch Active Full-Zip Jacket | 39 DARK BROWN | NONE | 29,90 € | split out of B062-P014 by the name on its page; slot guessed from the page's name "Ultra Stretch Active Full-Zip Jacket"
B075-P002-V2 | shoes | lady yearling boot - chocolate raisin pull-up leather | smooth leather | solid | 3 | 3 | flat packshot | yes | rmwilliams.com | R.M.Williams | Lady Yearling boot - chocolate raisin pull-up leather | NONE | NONE | €550.00 | split out of B075-P002 by the name on its page; slot guessed from the page's name "Lady Yearling boot - chocolate raisin pull-up leather"
B075-P002-V3 | shoes | edna boot - black aniline smooth leather | smooth leather | solid | 3 | 3 | flat packshot | yes | rmwilliams.com | R.M.Williams | Edna boot - black aniline smooth leather | NONE | NONE | €525.00 | split out of B075-P002 by the name on its page; slot guessed from the page's name "Edna boot - black aniline smooth leather"
B075-P002-V4 | shoes | edna boot - almond waxed suede | smooth leather | solid | 3 | 3 | flat packshot | yes | rmwilliams.com | R.M.Williams | Edna boot - almond waxed suede | NONE | NONE | €525.00 | split out of B075-P002 by the name on its page; slot guessed from the page's name "Edna boot - almond waxed suede"
B075-P007-V2 | bottom | high-waist pleated wide-leg trousers | unclear | solid | 2 | 3 | flat packshot | yes | lilysilk.com | LILYSILK | NONE | Papyrusweifs | NONE | NONE | split out of B075-P007 by the name on its page; slot and garment type are the parent's and may describe the parent's garment — worth a look
B076-P001-V2 | layer | belted short wrap coat, patch pockets | double-face wool-look | solid | 4 | 3 | flat packshot | no | lilysilk.com | LILYSILK | Doppellagiger Woll-Kaschmir-Kurzmantel | Papyrusweifs | NONE | NONE | split out of B076-P001 by the name on its page; slot guessed from the page's name "Doppellagiger Woll-Kaschmir-Kurzmantel"
B086-P001-V2 | top | raglan crewneck knit sweater | knit | solid | 3 | 2 | flat packshot | yes | tricotparis.com | tricot | CASHMERE CREWNECK | DARK GRAY | NONE | NONE | split out of B086-P001 by the name on its page; slot guessed from the page's name "CASHMERE CREWNECK"
B086-P001-V3 | top | raglan crewneck knit sweater | knit | solid | 3 | 2 | flat packshot | yes | tricotparis.com | tricot | CASHMERE CREWNECK | GREEN | NONE | NONE | split out of B086-P001 by the name on its page; slot guessed from the page's name "CASHMERE CREWNECK"
B086-P002-V2 | accessory | ribbed turn-up beanie | ribbed knit | solid | 2 | 1 | flat packshot | yes | tricotparis.com | tricot | CASHMERE HAT | im DARK NAVY | NONE | NONE | split out of B086-P002 by the name on its page; slot guessed from the page's name "CASHMERE HAT"
B088-P009-V2 | bag | beuteltasche xs le smart leder - caramel | pebbled leather | solid | 2 | 3 | flat packshot | yes | longchamp.com | LONGCHAMP | BEUTELTASCHE XS LE SMART Leder - Caramel | NONE | NONE | CHF 490,00 | split out of B088-P009 by the name on its page; slot guessed from the page's name "BEUTELTASCHE XS LE SMART Leder - Caramel"
B089-P001-V2 | bag | handtasche $ le foulonne 9 leder - nusskuchen | pebbled leather | solid | 2 | 3 | flat packshot | yes | longchamp.com | LONGCHAMP | HANDTASCHE $ LE FOULONNE 9 Leder - Nusskuchen | NONE | NONE | CHF 590,00 | split out of B089-P001 by the name on its page; slot guessed from the page's name "HANDTASCHE $ LE FOULONNE 9 Leder - Nusskuchen"
B089-P002-V2 | bag | small rounded leather hobo handbag | pebbled leather | solid | 2 | 3 | flat packshot | yes | longchamp.com | LONGCHAMP | HANDTASCHE S LE FOULONNÉ | NONE | NONE | CHF 590,00 | split out of B089-P002 by the name on its page; slot guessed from the page's name "HANDTASCHE S LE FOULONNÉ"
B089-P002-V3 | bag | small rounded leather hobo handbag | pebbled leather | solid | 2 | 3 | flat packshot | yes | longchamp.com | LONGCHAMP | HANDTASCHE S LE FOULONNÉ | NONE | NONE | CHF 590,00 | split out of B089-P002 by the name on its page; slot guessed from the page's name "HANDTASCHE S LE FOULONNÉ"
B090-P001-V2 | accessory | square printed silk bandana scarf | silk twill | print | 1 | 2 | flat packshot | yes | longchamp.com | LONGCHAMP | SEIDENSCHAL 50 FRENCH BANDANA | Mokka | NONE | NONE | split out of B090-P001 by the name on its page; slot guessed from the page's name "SEIDENSCHAL 50 FRENCH BANDANA"
B090-P009-V2 | bag | town and country collection tan leather - top handle | pebbled leather | solid | 2 | 3 | flat packshot | yes | fairfaxandfavor.com | FAIRFAX & FAVOR | TOWN AND COUNTRY COLLECTION Tan leather - Top handle | NONE | NONE | $635 | split out of B090-P009 by the name on its page; slot guessed from the page's name "TOWN AND COUNTRY COLLECTION Tan leather - Top handle"
B090-P010-V2 | bag | town and country collection | pebbled leather | solid | 2 | 3 | flat packshot | yes | fairfaxandfavor.com | FAIRFAX & FAVOR | TOWN AND COUNTRY COLLECTION | Aw26cottection iy) | NONE | $545 | split out of B090-P010 by the name on its page; slot and garment type are the parent's and may describe the parent's garment — worth a look
B090-P010-V3 |  |  | pebbled leather | solid | 2 | 3 | flat packshot | yes | levi.com | NONE | NONE | Stretch (0%): Real Recognize Real - Medit | NONE | NONE | split out of B090-P010 by the name on its page; slot and garment type are the parent's and may describe the parent's garment — worth a look
B090-P013-V2 | bottom | 501° curve jeans | denim | solid | 3 | 1 | flat packshot | yes | levi.com | Levi's | 501° Curve Jeans | Low Stretch (1%-20%): Lucid Dream - Medium Wash | NONE | CHF139.90 | split out of B090-P013 by the name on its page; slot guessed from the page's name "501° Curve Jeans"
B090-P013-V3 | bottom | levi's® blue tab™ © 70's 501° jeans | denim | solid | 3 | 1 | flat packshot | yes | levi.com | Levi's | LEVI'S® BLUE TAB™ © 70's 501° Jeans | Stretch (0%): Midnight MlJ - Dark Wash | NONE | CHF349.90 | split out of B090-P013 by the name on its page; slot guessed from the page's name "LEVI'S® BLUE TAB™ © 70's 501° Jeans"
B090-P013-V4 | bottom | levi's® blue tab™ ‘70s 501° jeans | denim | solid | 3 | 1 | flat packshot | yes | levi.com | Levi's | LEVI'S® BLUE TAB™ ‘70s 501° Jeans | Stretch (0%): Echo - Blue | NONE | CHF449.90 | split out of B090-P013 by the name on its page; slot guessed from the page's name "LEVI'S® BLUE TAB™ ‘70s 501° Jeans"
B090-P013-V5 | bottom | 501° original jeans | denim | solid | 3 | 1 | flat packshot | yes | levi.com | Levi's | 501° Original Jeans | Low Stretch (1%-20%): Array Away - Medit | NONE | CHF139.90 | split out of B090-P013 by the name on its page; slot guessed from the page's name "501° Original Jeans"
B092-P002-V2 | layer | cinched-waist faux fur jacket | faux fur | solid | 3 | 2 | on model | yes | studio-ar.nl | STUDIO AR | NONE | NONE | NONE | NONE | split out of B092-P002 by eye (viewing pass, contact sheet): a model in a black faux fur jacket, no text on the page; looks like the FRANKIE jacket in Dark Grey (B092-P003)
B092-P005-V2 | layer | cropped faux fur jacket, fawn print | faux fur | print | 3 | 2 | flat packshot | yes | studio-ar.nl | STUDIO AR | LUCY Faux Fawn Jacket | Brown | NONE | €379,95 | split out of B092-P005 by lightness; its own page, text by OCR
B092-P008-V2 | layer | long belted faux fur coat | faux fur | solid | 4 | 2 | on model | yes | studio-ar.nl | STUDIO AR | NONE | NONE | NONE | NONE | split out of B092-P008 by eye (viewing pass, contact sheet): front and back on a model, no text; looks like the flat coat B092-P009
B092-P008-V3 | layer | long coat with pale facing, open front | shearling-look | solid | 4 | 2 | on model | yes | studio-ar.nl | STUDIO AR | NONE | NONE | NONE | NONE | split out of B092-P008 by eye (viewing pass, contact sheet): on a model, no text
B032-P001-V3 | accessory | knitted wool hood balaclava | felted wool knit | solid | 3 | 1 | flat packshot | yes | apc.fr | MHL. | MHL. FELTED HOOD LAMBSWOOL | NONE | NONE | NONE | split out of B032-P001 by the name on its page; slot and garment type are the parent's and may describe the parent's garment — worth a look
B075-P007-V3 | bottom | high-waist pleated wide-leg trousers | unclear | solid | 2 | 3 | flat packshot | yes | lilysilk.com | LILYSILK | NONE | NONE | NONE | NONE | split out of B075-P007 by the name on its page; slot and garment type are the parent's and may describe the parent's garment — worth a look
B076-P001-V3 | layer | belted short wrap coat, patch pockets | double-face wool-look | solid | 4 | 3 | flat packshot | no | lilysilk.com | LILYSILK | Doppellagiger Woll-Kaschmir-Kurzmantel | NONE | NONE | NONE | split out of B076-P001 by the name on its page; slot guessed from the page's name "Doppellagiger Woll-Kaschmir-Kurzmantel"
B077-P007-V2 | top | cowl-neck satin camisole | satin | solid | 1 | 3 | flat packshot | yes | lilysilk.com | LILYSILK | NONE | NONE | NONE | NONE | split out of B077-P007 by the name on its page; slot and garment type are the parent's and may describe the parent's garment — worth a look
B090-P010-V4 | bag | town and country collection | pebbled leather | solid | 2 | 3 | flat packshot | yes | fairfaxandfavor.com | FAIRFAX & FAVOR | TOWN AND COUNTRY COLLECTION | Aw26cottection iy) | NONE | $545 | split out of B090-P010-V2 by the name on its page; slot and garment type are the parent's and may describe the parent's garment — worth a look
